,id,crystal_system,point_group
24225,mp-560865,triclinic,-1
24226,mp-560878,cubic,m-3m
24227,mp-560902,tetragonal,4/mmm
24228,mp-560908,monoclinic,2/m
24229,mp-560976,cubic,m-3m
24230,mp-5610,tetragonal,4/mmm
24231,mp-561075,monoclinic,2
24232,mp-561203,monoclinic,2/m
24233,mp-561317,tetragonal,4/mmm
24234,mp-561319,trigonal,-3
24235,mp-561320,monoclinic,2
24236,mp-561367,monoclinic,2/m
24237,mp-561419,monoclinic,2/m
24238,mp-561428,trigonal,-3m
24239,mp-5615,hexagonal,-6m2
24240,mp-561586,trigonal,-3m
24241,mp-561598,cubic,m-3m
24242,mp-561619,trigonal,-3m
24243,mp-561672,monoclinic,2/m
24244,mp-561703,orthorhombic,mmm
24245,mp-561751,trigonal,-3m
24246,mp-561808,tetragonal,4/mmm
24247,mp-561834,monoclinic,2
24248,mp-561891,orthorhombic,mmm
24249,mp-561947,cubic,m-3m
24250,mp-5620,hexagonal,6/mmm
24251,mp-562090,orthorhombic,mm2
24252,mp-5621,cubic,-43m
24253,mp-5622,tetragonal,4/mmm
24254,mp-562283,orthorhombic,mm2
24255,mp-562418,trigonal,-3
24256,mp-562468,trigonal,-3m
24257,mp-562561,monoclinic,2/m
24258,mp-5627,tetragonal,4/mmm
24259,mp-562809,tetragonal,4/mmm
24260,mp-562815,trigonal,3
24261,mp-562987,triclinic,1
24262,mp-5634,trigonal,-3m
24263,mp-564,hexagonal,6/mmm
24264,mp-5640,cubic,-43m
24265,mp-5646,hexagonal,6mm
24266,mp-565,tetragonal,4/mmm
24267,mp-5660,cubic,m-3m
24268,mp-566131,tetragonal,4/mmm
24269,mp-5663,cubic,m-3m
24270,mp-5666,tetragonal,4/mmm
24271,mp-567076,cubic,-43m
24272,mp-567077,tetragonal,4/mmm
24273,mp-567089,cubic,m-3m
24274,mp-567093,tetragonal,4/mmm
24275,mp-567097,cubic,m-3m
24276,mp-5671,tetragonal,4/mmm
24277,mp-567116,cubic,m-3m
24278,mp-567130,tetragonal,4/mmm
24279,mp-567144,tetragonal,4/mmm
24280,mp-567164,hexagonal,6/mmm
24281,mp-567178,trigonal,3m
24282,mp-567181,orthorhombic,mmm
24283,mp-567197,hexagonal,6mm
24284,mp-567200,cubic,m-3m
24285,mp-567203,tetragonal,4/mmm
24286,mp-567210,cubic,m-3m
24287,mp-567214,hexagonal,-6m2
24288,mp-567220,hexagonal,6/mmm
24289,mp-567229,orthorhombic,mmm
24290,mp-567240,tetragonal,4/mmm
24291,mp-567243,tetragonal,4/mmm
24292,mp-567244,hexagonal,-6m2
24293,mp-567258,orthorhombic,mmm
24294,mp-567259,trigonal,-3m
24295,mp-567262,hexagonal,6/mmm
24296,mp-567276,cubic,m-3m
24297,mp-567279,tetragonal,4/mmm
24298,mp-567290,hexagonal,6mm
24299,mp-567296,trigonal,-3m
24300,mp-567299,monoclinic,2/m
24301,mp-567305,hexagonal,6/mmm
24302,mp-567308,tetragonal,4/mmm
24303,mp-567313,trigonal,32
24304,mp-567314,orthorhombic,mmm
24305,mp-567317,tetragonal,4/mmm
24306,mp-567332,monoclinic,2/m
24307,mp-567337,cubic,-43m
24308,mp-567338,tetragonal,4/mmm
24309,mp-567341,monoclinic,m
24310,mp-567345,monoclinic,2/m
24311,mp-567347,cubic,-43m
24312,mp-567348,cubic,m-3m
24313,mp-567353,hexagonal,6/mmm
24314,mp-567354,trigonal,-3m
24315,mp-567362,cubic,m-3m
24316,mp-567365,hexagonal,6/mmm
24317,mp-567369,monoclinic,2/m
24318,mp-567375,tetragonal,4/mmm
24319,mp-567379,monoclinic,2/m
24320,mp-567389,cubic,m-3m
24321,mp-567397,trigonal,-3m
24322,mp-567406,hexagonal,6/mmm
24323,mp-567408,tetragonal,4/mmm
24324,mp-567409,monoclinic,2/m
24325,mp-567413,hexagonal,-6m2
24326,mp-567416,hexagonal,-6m2
24327,mp-567418,cubic,-43m
24328,mp-567422,cubic,-43m
24329,mp-567427,tetragonal,4/mmm
24330,mp-567441,trigonal,-3m
24331,mp-567454,cubic,m-3m
24332,mp-567456,trigonal,-3m
24333,mp-567458,tetragonal,4/mmm
24334,mp-567465,cubic,m-3m
24335,mp-567474,monoclinic,2/m
24336,mp-567480,cubic,-43m
24337,mp-567484,orthorhombic,mmm
24338,mp-567503,hexagonal,6mm
24339,mp-567504,trigonal,-3
24340,mp-567510,trigonal,-3m
24341,mp-567513,tetragonal,4/mmm
24342,mp-567525,monoclinic,2/m
24343,mp-567538,orthorhombic,mmm
24344,mp-567558,tetragonal,4/mmm
24345,mp-567572,monoclinic,2/m
24346,mp-567574,hexagonal,-6m2
24347,mp-567588,hexagonal,-6m2
24348,mp-567589,cubic,m-3m
24349,mp-567597,cubic,m-3m
24350,mp-5676,cubic,-43m
24351,mp-567600,tetragonal,4/mmm
24352,mp-567624,monoclinic,2/m
24353,mp-567626,orthorhombic,mmm
24354,mp-567630,trigonal,32
24355,mp-567636,cubic,-43m
24356,mp-567655,monoclinic,2/m
24357,mp-567657,tetragonal,4/mmm
24358,mp-567677,hexagonal,-6m2
24359,mp-567679,cubic,-43m
24360,mp-567680,hexagonal,-6m2
24361,mp-567687,orthorhombic,mm2
24362,mp-5677,tetragonal,4/mmm
24363,mp-567703,cubic,m-3m
24364,mp-567712,tetragonal,4/mmm
24365,mp-567723,tetragonal,4/mmm
24366,mp-567724,trigonal,-3m
24367,mp-567736,hexagonal,-6m2
24368,mp-567749,tetragonal,4/mmm
24369,mp-567767,hexagonal,6/mmm
24370,mp-567768,hexagonal,6mm
24371,mp-567769,tetragonal,4/mmm
24372,mp-567772,cubic,-43m
24373,mp-567787,cubic,m-3m
24374,mp-5678,hexagonal,6/mmm
24375,mp-567807,tetragonal,4/mmm
24376,mp-567808,tetragonal,4/mmm
24377,mp-567809,tetragonal,4/mmm
24378,mp-567818,tetragonal,4/mmm
24379,mp-567826,tetragonal,4/mmm
24380,mp-567830,tetragonal,4/mmm
24381,mp-567832,hexagonal,6/mmm
24382,mp-567833,orthorhombic,mmm
24383,mp-567840,tetragonal,4/mmm
24384,mp-567856,hexagonal,-6m2
24385,mp-567859,tetragonal,4/mmm
24386,mp-567872,tetragonal,4/mmm
24387,mp-567889,orthorhombic,mmm
24388,mp-567891,hexagonal,6/mmm
24389,mp-567903,cubic,-43m
24390,mp-567909,tetragonal,4/mmm
24391,mp-567912,hexagonal,-6m2
24392,mp-567925,hexagonal,6/mmm
24393,mp-567933,hexagonal,6/mmm
24394,mp-567939,cubic,m-3m
24395,mp-567942,cubic,m-3m
24396,mp-567948,tetragonal,4/mmm
24397,mp-567969,tetragonal,4/mmm
24398,mp-567974,hexagonal,-6m2
24399,mp-567981,cubic,m-3m
24400,mp-567997,monoclinic,2/m
24401,mp-568,tetragonal,4/mmm
24402,mp-568002,hexagonal,6/mmm
24403,mp-568005,cubic,m-3m
24404,mp-568006,hexagonal,6/mmm
24405,mp-568014,cubic,m-3m
24406,mp-568018,monoclinic,2/m
24407,mp-568021,cubic,m-3m
24408,mp-568032,tetragonal,-42m
24409,mp-568050,orthorhombic,mmm
24410,mp-568055,tetragonal,4/mmm
24411,mp-568058,hexagonal,6/mmm
24412,mp-568059,cubic,m-3m
24413,mp-568062,trigonal,-3m
24414,mp-568066,hexagonal,6/mmm
24415,mp-568069,tetragonal,4/mmm
24416,mp-568075,cubic,-43m
24417,mp-568083,tetragonal,4/mmm
24418,mp-568087,tetragonal,4/mmm
24419,mp-568095,tetragonal,4/mmm
24420,mp-568100,tetragonal,4
24421,mp-568113,tetragonal,4/mmm
24422,mp-568128,hexagonal,6/mmm
24423,mp-568139,cubic,m-3m
24424,mp-568145,hexagonal,6/mmm
24425,mp-568146,triclinic,-1
24426,mp-568161,tetragonal,4/mmm
24427,mp-568170,hexagonal,6/m
24428,mp-568171,cubic,m-3m
24429,mp-568177,trigonal,3m
24430,mp-568182,tetragonal,4/mmm
24431,mp-568221,tetragonal,4/m
24432,mp-568233,trigonal,-3m
24433,mp-568247,orthorhombic,mmm
24434,mp-568258,hexagonal,6/mmm
24435,mp-568264,orthorhombic,mmm
24436,mp-568269,cubic,-43m
24437,mp-568273,hexagonal,6/mmm
24438,mp-568280,tetragonal,4/mmm
24439,mp-568286,orthorhombic,mmm
24440,mp-568289,trigonal,-3m
24441,mp-568301,monoclinic,2/m
24442,mp-568313,orthorhombic,mmm
24443,mp-568319,cubic,m-3m
24444,mp-568333,cubic,m-3m
24445,mp-568342,trigonal,-3m
24446,mp-568345,cubic,m-3m
24447,mp-568346,orthorhombic,mmm
24448,mp-568349,monoclinic,2/m
24449,mp-568354,hexagonal,6/mmm
24450,mp-568363,orthorhombic,mmm
24451,mp-568371,tetragonal,4/mmm
24452,mp-568382,hexagonal,6/mmm
24453,mp-568384,cubic,m-3m
24454,mp-568388,monoclinic,2/m
24455,mp-568390,trigonal,-3m
24456,mp-568398,cubic,-43m
24457,mp-5684,orthorhombic,mm2
24458,mp-568402,tetragonal,4/mmm
24459,mp-568410,orthorhombic,mmm
24460,mp-568417,orthorhombic,mmm
24461,mp-568430,cubic,m-3m
24462,mp-568466,cubic,-43m
24463,mp-568470,cubic,-43m
24464,mp-568501,tetragonal,4/mmm
24465,mp-568503,hexagonal,6/mmm
24466,mp-568505,cubic,-43m
24467,mp-568509,tetragonal,4/mmm
24468,mp-568516,cubic,m-3m
24469,mp-568517,tetragonal,4/mmm
24470,mp-568526,orthorhombic,mmm
24471,mp-568536,hexagonal,-6m2
24472,mp-568537,cubic,m-3m
24473,mp-568539,hexagonal,-6m2
24474,mp-568541,orthorhombic,mmm
24475,mp-568544,cubic,m-3m
24476,mp-568551,tetragonal,4/mmm
24477,mp-568552,cubic,-43m
24478,mp-568555,hexagonal,6/mmm
24479,mp-568559,orthorhombic,mmm
24480,mp-568560,cubic,m-3m
24481,mp-568564,cubic,m-3m
24482,mp-568565,hexagonal,6/mmm
24483,mp-568574,trigonal,-3m
24484,mp-568587,trigonal,3m
24485,mp-568588,trigonal,-3m
24486,mp-568592,trigonal,-3m
24487,mp-568596,cubic,m-3m
24488,mp-568598,tetragonal,-42m
24489,mp-568599,tetragonal,4/mmm
24490,mp-568610,cubic,m-3m
24491,mp-568624,orthorhombic,mmm
24492,mp-568629,orthorhombic,mmm
24493,mp-568631,hexagonal,-6m2
24494,mp-568654,hexagonal,6/mmm
24495,mp-568661,tetragonal,-42m
24496,mp-568662,cubic,m-3m
24497,mp-568664,hexagonal,6mm
24498,mp-568673,tetragonal,4/mmm
24499,mp-568687,hexagonal,6/mmm
24500,mp-568690,trigonal,-3m
24501,mp-568695,hexagonal,-6m2
24502,mp-568700,monoclinic,2
24503,mp-568703,tetragonal,4/mmm
24504,mp-568705,cubic,m-3m
24505,mp-568711,cubic,m-3m
24506,mp-568714,tetragonal,4/mmm
24507,mp-568718,tetragonal,4/mmm
24508,mp-568719,cubic,m-3m
24509,mp-568722,trigonal,-3m
24510,mp-568725,tetragonal,4/mmm
24511,mp-568727,cubic,m-3m
24512,mp-568746,monoclinic,2/m
24513,mp-568747,tetragonal,4/mmm
24514,mp-568748,tetragonal,4/mmm
24515,mp-568752,monoclinic,m
24516,mp-568769,cubic,m-3m
24517,mp-568789,hexagonal,6/mmm
24518,mp-568791,monoclinic,m
24519,mp-5688,tetragonal,4/mmm
24520,mp-568800,cubic,-43m
24521,mp-568806,hexagonal,6/mmm
24522,mp-568814,hexagonal,6mm
24523,mp-568823,orthorhombic,mmm
24524,mp-568830,cubic,m-3m
24525,mp-568832,tetragonal,4/mmm
24526,mp-568844,cubic,m-3m
24527,mp-568865,orthorhombic,mmm
24528,mp-568866,monoclinic,2/m
24529,mp-568880,cubic,m-3m
24530,mp-568890,tetragonal,-42m
24531,mp-568891,cubic,-43m
24532,mp-568895,hexagonal,6/mmm
24533,mp-568902,tetragonal,4/mmm
24534,mp-568908,hexagonal,6/mmm
24535,mp-568914,cubic,m-3m
24536,mp-568917,cubic,m-3m
24537,mp-568920,cubic,-43m
24538,mp-568924,tetragonal,4/mmm
24539,mp-568925,trigonal,-3m
24540,mp-568926,cubic,-43m
24541,mp-568927,monoclinic,2/m
24542,mp-568931,cubic,-43m
24543,mp-568938,tetragonal,4/mmm
24544,mp-568940,tetragonal,4/mmm
24545,mp-568949,orthorhombic,mmm
24546,mp-568953,tetragonal,4/m
24547,mp-568968,tetragonal,-42m
24548,mp-568974,monoclinic,2/m
24549,mp-568983,cubic,-43m
24550,mp-568992,orthorhombic,mmm
24551,mp-568993,tetragonal,4/mmm
24552,mp-569,hexagonal,6/mmm
24553,mp-569006,tetragonal,4/mmm
24554,mp-569008,orthorhombic,mmm
24555,mp-569012,tetragonal,4/mmm
24556,mp-569013,tetragonal,4/mmm
24557,mp-569017,orthorhombic,mmm
24558,mp-569018,trigonal,-3m
24559,mp-569020,orthorhombic,mmm
24560,mp-569028,cubic,m-3m
24561,mp-569044,trigonal,-3m
24562,mp-569047,hexagonal,-6m2
24563,mp-569055,tetragonal,-42m
24564,mp-569066,cubic,m-3m
24565,mp-569073,monoclinic,2/m
24566,mp-569086,hexagonal,-6m2
24567,mp-569089,tetragonal,4/mmm
24568,mp-569095,hexagonal,6/mmm
24569,mp-569114,orthorhombic,222
24570,mp-569117,orthorhombic,mmm
24571,mp-569120,cubic,m-3m
24572,mp-569125,cubic,m-3m
24573,mp-569149,cubic,m-3m
24574,mp-569151,hexagonal,6/mmm
24575,mp-569157,trigonal,-3m
24576,mp-569167,tetragonal,4/mmm
24577,mp-569170,hexagonal,6/mmm
24578,mp-569178,trigonal,-3m
24579,mp-569188,tetragonal,4/mmm
24580,mp-569197,cubic,-43m
24581,mp-569204,tetragonal,4/mmm
24582,mp-569228,cubic,m-3m
24583,mp-569240,trigonal,-3m
24584,mp-569246,tetragonal,-42m
24585,mp-569247,tetragonal,4/mmm
24586,mp-569249,cubic,m-3m
24587,mp-569250,orthorhombic,mmm
24588,mp-569264,hexagonal,6/mmm
24589,mp-569265,hexagonal,6/mmm
24590,mp-569270,orthorhombic,mmm
24591,mp-569272,orthorhombic,mm2
24592,mp-569278,hexagonal,-6m2
24593,mp-569289,tetragonal,4/mmm
24594,mp-569294,tetragonal,4/mmm
24595,mp-569296,tetragonal,4/mmm
24596,mp-569298,tetragonal,4/mmm
24597,mp-5693,trigonal,-3m
24598,mp-569302,tetragonal,4/mmm
24599,mp-569304,trigonal,-3m
24600,mp-569310,tetragonal,4/mmm
24601,mp-569319,tetragonal,4/m
24602,mp-569333,cubic,-43m
24603,mp-569343,monoclinic,2/m
24604,mp-569344,tetragonal,4/mmm
24605,mp-569346,hexagonal,6mm
24606,mp-569352,cubic,m-3m
24607,mp-569358,orthorhombic,mmm
24608,mp-569360,monoclinic,2/m
24609,mp-569366,cubic,m-3m
24610,mp-569376,hexagonal,6/mmm
24611,mp-569382,cubic,m-3m
24612,mp-569385,orthorhombic,mmm
24613,mp-569391,trigonal,-3m
24614,mp-569393,trigonal,-3m
24615,mp-569396,trigonal,-3m
24616,mp-5694,trigonal,-3m
24617,mp-569402,hexagonal,6/mmm
24618,mp-569406,orthorhombic,mmm
24619,mp-569408,tetragonal,4/mmm
24620,mp-569416,trigonal,-3m
24621,mp-569423,cubic,-43m
24622,mp-569426,orthorhombic,mmm
24623,mp-569440,cubic,m-3m
24624,mp-569446,hexagonal,6/mmm
24625,mp-569482,hexagonal,6/mmm
24626,mp-569496,orthorhombic,mmm
24627,mp-569507,trigonal,-3m
24628,mp-569516,cubic,-43m
24629,mp-569523,orthorhombic,mmm
24630,mp-569525,monoclinic,m
24631,mp-569529,orthorhombic,mmm
24632,mp-569535,tetragonal,4/mmm
24633,mp-569544,hexagonal,6/mmm
24634,mp-569577,tetragonal,4/mmm
24635,mp-569581,trigonal,-3m
24636,mp-569593,cubic,m-3m
24637,mp-569595,trigonal,-3m
24638,mp-569600,cubic,-43m
24639,mp-569601,hexagonal,6/mmm
24640,mp-569607,tetragonal,4/mmm
24641,mp-569610,trigonal,-3m
24642,mp-569626,orthorhombic,mm2
24643,mp-569639,cubic,m-3m
24644,mp-569640,hexagonal,6/mmm
24645,mp-569650,tetragonal,4/mmm
24646,mp-569655,monoclinic,2/m
24647,mp-569657,tetragonal,4/mmm
24648,mp-569661,cubic,-43m
24649,mp-569662,monoclinic,2/m
24650,mp-569668,hexagonal,6/mmm
24651,mp-569671,cubic,23
24652,mp-569674,tetragonal,4/mmm
24653,mp-569677,trigonal,-3m
24654,mp-569679,tetragonal,4/mmm
24655,mp-569683,orthorhombic,mmm
24656,mp-569685,cubic,-43m
24657,mp-569689,trigonal,-3m
24658,mp-569696,tetragonal,4/mmm
24659,mp-569697,tetragonal,4/mmm
24660,mp-569701,orthorhombic,mmm
24661,mp-569713,tetragonal,4/mmm
24662,mp-569724,hexagonal,6mm
24663,mp-569737,tetragonal,4/mmm
24664,mp-569745,hexagonal,-6m2
24665,mp-569765,tetragonal,4/mmm
24666,mp-569766,monoclinic,2/m
24667,mp-569768,cubic,m-3m
24668,mp-569775,cubic,m-3m
24669,mp-569779,cubic,-43m
24670,mp-569785,cubic,m-3m
24671,mp-569788,hexagonal,-6m2
24672,mp-569790,orthorhombic,222
24673,mp-569792,hexagonal,6/mmm
24674,mp-569802,hexagonal,6mm
24675,mp-569823,cubic,m-3m
24676,mp-569833,tetragonal,4/mmm
24677,mp-569834,hexagonal,6/mmm
24678,mp-569843,trigonal,-3m
24679,mp-569848,hexagonal,-6m2
24680,mp-569850,hexagonal,6/m
24681,mp-569859,tetragonal,-42m
24682,mp-569860,tetragonal,4/mmm
24683,mp-569871,hexagonal,-6m2
24684,mp-569875,cubic,m-3m
24685,mp-569881,tetragonal,4/mmm
24686,mp-569885,cubic,m-3m
24687,mp-569895,hexagonal,6/m
24688,mp-569898,cubic,m-3m
24689,mp-5699,tetragonal,4/mmm
24690,mp-569912,trigonal,-3m
24691,mp-569927,hexagonal,6/mmm
24692,mp-569931,tetragonal,4/mmm
24693,mp-569933,trigonal,3m
24694,mp-569935,orthorhombic,mmm
24695,mp-569940,hexagonal,6/mmm
24696,mp-569960,trigonal,-3m
24697,mp-569974,tetragonal,4/mmm
24698,mp-570,cubic,m-3m
24699,mp-570002,cubic,m-3m
24700,mp-570008,cubic,m-3m
24701,mp-570014,cubic,-43m
24702,mp-570018,cubic,m-3m
24703,mp-570026,hexagonal,-6m2
24704,mp-570031,tetragonal,4/mmm
24705,mp-570032,trigonal,-3m
24706,mp-570050,hexagonal,6/mmm
24707,mp-570051,tetragonal,-42m
24708,mp-570058,tetragonal,4/mmm
24709,mp-570062,monoclinic,2/m
24710,mp-570076,tetragonal,-42m
24711,mp-570081,trigonal,-3m
24712,mp-570087,trigonal,-3m
24713,mp-570091,tetragonal,4/mmm
24714,mp-570093,orthorhombic,mmm
24715,mp-570097,trigonal,-3m
24716,mp-570100,tetragonal,4/mmm
24717,mp-570113,cubic,m-3m
24718,mp-570117,trigonal,-3m
24719,mp-570118,trigonal,-3m
24720,mp-570122,monoclinic,2/m
24721,mp-570138,tetragonal,4/mmm
24722,mp-570140,tetragonal,4/mmm
24723,mp-570142,trigonal,3m
24724,mp-570155,orthorhombic,mmm
24725,mp-570157,orthorhombic,mmm
24726,mp-570164,cubic,m-3m
24727,mp-570172,orthorhombic,mm2
24728,mp-570179,tetragonal,4/mmm
24729,mp-570180,orthorhombic,mmm
24730,mp-570182,trigonal,3m
24731,mp-570183,tetragonal,4/mmm
24732,mp-570197,tetragonal,4/mmm
24733,mp-570198,tetragonal,4/mmm
24734,mp-570199,tetragonal,4/mmm
24735,mp-5702,tetragonal,-42m
24736,mp-570213,cubic,-43m
24737,mp-570216,tetragonal,4/mmm
24738,mp-570217,tetragonal,4/mmm
24739,mp-570219,monoclinic,2/m
24740,mp-570223,cubic,m-3m
24741,mp-570231,cubic,m-3m
24742,mp-570236,tetragonal,4/mmm
24743,mp-570255,tetragonal,4/mmm
24744,mp-570256,tetragonal,-42m
24745,mp-570259,trigonal,-3m
24746,mp-570272,orthorhombic,mmm
24747,mp-570276,cubic,m-3m
24748,mp-570286,tetragonal,4/mmm
24749,mp-570290,cubic,m-3m
24750,mp-570291,cubic,m-3m
24751,mp-570301,monoclinic,2/m
24752,mp-570308,tetragonal,4/mmm
24753,mp-570324,tetragonal,4/m
24754,mp-570325,monoclinic,2/m
24755,mp-570334,cubic,m-3m
24756,mp-570354,cubic,m-3m
24757,mp-570377,cubic,-43m
24758,mp-570384,tetragonal,4/mmm
24759,mp-570399,tetragonal,4/mmm
24760,mp-570403,orthorhombic,mmm
24761,mp-570409,cubic,m-3m
24762,mp-570412,tetragonal,4/mmm
24763,mp-570418,trigonal,-3m
24764,mp-570428,cubic,m-3m
24765,mp-570436,cubic,m-3m
24766,mp-570437,trigonal,3m
24767,mp-570450,hexagonal,-6m2
24768,mp-570452,tetragonal,4/mmm
24769,mp-570454,hexagonal,6/mmm
24770,mp-570456,tetragonal,4/mmm
24771,mp-570459,monoclinic,2/m
24772,mp-570485,trigonal,3m
24773,mp-570491,tetragonal,4/mmm
24774,mp-570510,hexagonal,6/mmm
24775,mp-570528,cubic,m-3m
24776,mp-570538,monoclinic,2/m
24777,mp-570543,cubic,m-3m
24778,mp-570554,tetragonal,4/mmm
24779,mp-570558,tetragonal,4/mmm
24780,mp-570572,trigonal,3m
24781,mp-570578,tetragonal,4/mmm
24782,mp-570589,orthorhombic,mm2
24783,mp-570591,cubic,m-3m
24784,mp-570597,trigonal,-3m
24785,mp-570604,hexagonal,6/mmm
24786,mp-570611,cubic,m-3m
24787,mp-570632,cubic,m-3m
24788,mp-570657,cubic,m-3m
24789,mp-570673,hexagonal,6/mmm
24790,mp-570680,tetragonal,4/mmm
24791,mp-570683,cubic,m-3m
24792,mp-570686,orthorhombic,mmm
24793,mp-570687,monoclinic,2/m
24794,mp-570691,cubic,m-3m
24795,mp-570698,cubic,m-3m
24796,mp-570708,trigonal,3m
24797,mp-570713,hexagonal,6/mmm
24798,mp-570722,hexagonal,6/mmm
24799,mp-570744,cubic,-43m
24800,mp-570747,tetragonal,4/mmm
24801,mp-570749,hexagonal,6/mmm
24802,mp-570751,cubic,m-3m
24803,mp-570752,hexagonal,6/mmm
24804,mp-570769,cubic,-43m
24805,mp-570771,trigonal,-3m
24806,mp-570775,orthorhombic,mmm
24807,mp-570782,triclinic,-1
24808,mp-570811,cubic,m-3m
24809,mp-570822,cubic,m-3m
24810,mp-570826,cubic,m-3m
24811,mp-570832,hexagonal,6/mmm
24812,mp-570835,cubic,m-3m
24813,mp-570837,tetragonal,4/mmm
24814,mp-570843,tetragonal,4/mmm
24815,mp-570855,hexagonal,6mm
24816,mp-570858,orthorhombic,mmm
24817,mp-570860,cubic,m-3m
24818,mp-570863,tetragonal,4/mmm
24819,mp-570867,hexagonal,-6m2
24820,mp-570875,orthorhombic,mmm
24821,mp-570886,orthorhombic,mmm
24822,mp-570891,cubic,m-3m
24823,mp-570896,tetragonal,4/mmm
24824,mp-570899,cubic,m-3m
24825,mp-570904,hexagonal,6/mmm
24826,mp-570907,tetragonal,4/mmm
24827,mp-570910,tetragonal,4/mmm
24828,mp-570912,hexagonal,-6m2
24829,mp-570922,tetragonal,-42m
24830,mp-570930,trigonal,-3m
24831,mp-570934,orthorhombic,mmm
24832,mp-570935,hexagonal,6mm
24833,mp-570950,hexagonal,6/mmm
24834,mp-570964,trigonal,-3m
24835,mp-570988,trigonal,-3m
24836,mp-570990,cubic,m-3m
24837,mp-570991,orthorhombic,mmm
24838,mp-570998,hexagonal,6/mmm
24839,mp-571,cubic,m-3m
24840,mp-571008,tetragonal,4/mmm
24841,mp-571016,tetragonal,4mm
24842,mp-571030,tetragonal,4/mmm
24843,mp-571033,tetragonal,4/mmm
24844,mp-571035,orthorhombic,mmm
24845,mp-571041,tetragonal,4/mmm
24846,mp-571044,hexagonal,6/mmm
24847,mp-571059,cubic,m-3m
24848,mp-571065,trigonal,-3
24849,mp-571069,monoclinic,2/m
24850,mp-571071,hexagonal,6/mmm
24851,mp-571079,orthorhombic,mmm
24852,mp-571090,cubic,m-3m
24853,mp-571093,trigonal,3m
24854,mp-571096,trigonal,-3m
24855,mp-571098,tetragonal,4/mmm
24856,mp-571100,tetragonal,4/mmm
24857,mp-571102,cubic,m-3m
24858,mp-571122,trigonal,-3m
24859,mp-571126,cubic,m-3m
24860,mp-571143,hexagonal,6/mmm
24861,mp-571147,tetragonal,4/mmm
24862,mp-571160,tetragonal,4/mmm
24863,mp-571163,tetragonal,4/mmm
24864,mp-571166,tetragonal,4/mmm
24865,mp-571172,hexagonal,6/mmm
24866,mp-571183,cubic,m-3m
24867,mp-571185,cubic,-43m
24868,mp-571188,cubic,m-3m
24869,mp-571195,trigonal,3
24870,mp-571203,tetragonal,4/mmm
24871,mp-571210,trigonal,-3m
24872,mp-571211,cubic,m-3m
24873,mp-571216,monoclinic,2/m
24874,mp-571222,cubic,m-3m
24875,mp-571224,tetragonal,4/m
24876,mp-571233,cubic,m-3m
24877,mp-571249,hexagonal,6/mmm
24878,mp-571262,cubic,m-3m
24879,mp-571266,triclinic,-1
24880,mp-571271,cubic,m-3m
24881,mp-571283,hexagonal,6/mmm
24882,mp-571292,hexagonal,6/mmm
24883,mp-571296,tetragonal,4/mmm
24884,mp-571297,tetragonal,4/mmm
24885,mp-571310,cubic,m-3m
24886,mp-571322,cubic,m-3m
24887,mp-571330,cubic,m-3m
24888,mp-571339,tetragonal,4/mmm
24889,mp-571343,tetragonal,4/mmm
24890,mp-571352,cubic,m-3m
24891,mp-571353,hexagonal,6/mmm
24892,mp-571363,cubic,-43m
24893,mp-571365,hexagonal,6/mmm
24894,mp-571367,tetragonal,4/mmm
24895,mp-571382,tetragonal,4/mmm
24896,mp-571386,cubic,m-3m
24897,mp-571387,orthorhombic,mmm
24898,mp-5714,hexagonal,6/mmm
24899,mp-571405,cubic,m-3m
24900,mp-571420,orthorhombic,mmm
24901,mp-571434,tetragonal,4/mmm
24902,mp-571436,cubic,-43m
24903,mp-571442,trigonal,-3
24904,mp-571443,tetragonal,-42m
24905,mp-571454,hexagonal,-6m2
24906,mp-571458,cubic,m-3m
24907,mp-571461,trigonal,-3m
24908,mp-571484,cubic,m-3m
24909,mp-571485,tetragonal,4/mmm
24910,mp-571491,cubic,m-3m
24911,mp-571493,hexagonal,6/mmm
24912,mp-571500,tetragonal,4/mmm
24913,mp-571506,orthorhombic,mmm
24914,mp-571512,hexagonal,6/mmm
24915,mp-571513,cubic,m-3m
24916,mp-571518,trigonal,-3
24917,mp-571520,trigonal,-3
24918,mp-571542,monoclinic,2/m
24919,mp-571550,trigonal,-3m
24920,mp-571552,tetragonal,4/mmm
24921,mp-571554,trigonal,-3m
24922,mp-571555,orthorhombic,mmm
24923,mp-571558,trigonal,3
24924,mp-571561,tetragonal,4/mmm
24925,mp-571571,orthorhombic,mmm
24926,mp-571584,cubic,-43m
24927,mp-571586,tetragonal,4/mmm
24928,mp-571587,tetragonal,4/mmm
24929,mp-571589,hexagonal,-6m2
24930,mp-571606,monoclinic,2/m
24931,mp-571636,orthorhombic,mm2
24932,mp-571641,hexagonal,-6m2
24933,mp-571647,trigonal,-3m
24934,mp-571648,cubic,m-3m
24935,mp-571651,orthorhombic,mmm
24936,mp-571653,cubic,-43m
24937,mp-571664,tetragonal,4/mmm
24938,mp-571665,tetragonal,4/mmm
24939,mp-572,cubic,m-3m
24940,mp-5720,tetragonal,4/mmm
24941,mp-5723,hexagonal,-6m2
24942,mp-572797,trigonal,-3m
24943,mp-5729,hexagonal,6mm
24944,mp-573,monoclinic,2/m
24945,mp-573180,cubic,m-3m
24946,mp-573321,triclinic,-1
24947,mp-573376,trigonal,-3m
24948,mp-5734,tetragonal,4/mmm
